Motion1,Motion2,Motion3,Motion4,Motion5,Motion6,Motion7,Motion8,Motion9,Motion10,Motion11,Motion12,Motion13,Motion14,Motion15,Motion16,Motion17,Motion18,Motion19,Motion20,Motion21,Motion22,Motion23,Motion24,Motion25,Motion26,Motion27,Motion28,Motion29,Motion30,Motion31,Motion32,Motion33,Motion34,Motion35,Motion36,Motion37,Motion38,Motion39,Motion40,Motion41,Motion42,Motion43,Motion44,Motion45,Motion46,Motion47,Motion48,Motion49,Motion50,Motion51,Cabinet1,Cabinet2,Cabinet3,Cabinet4,Cabinet5,Cabinet6,Cabinet7,Cabinet8,Cabinet9,Cabinet10,Cabinet11,Cabinet12,Cabinet13,Cabinet14,Cabinet15,Task
0,0,0,0,0,1,1,1,0,0,0,0,3,14,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Task4_19
0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Task4_20
1,0,0,0,0,0,1,1,0,0,0,0,4,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Task4_21
0,0,0,0,0,0,0,2,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Task4_22
0,0,0,0,0,0,0,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Task4_23
0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Task4_24
0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Task4_25
4,0,0,0,0,0,2,4,3,0,0,0,0,9,0,0,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Task4_26
3,3,0,0,0,4,6,8,2,11,25,5,9,12,9,5,6,7,4,0,4,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,2,0,Task5_1
2,8,0,0,0,18,5,6,6,0,0,0,38,10,6,6,8,2,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,2,3,2,0,Task5_2
2,7,2,0,0,22,16,10,10,12,0,0,0,12,5,6,9,2,3,2,5,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,1,0,Task5_3
4,0,0,0,0,11,9,6,3,15,10,0,35,8,6,6,11,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,4,2,0,Task5_4
5,4,0,0,0,8,43,5,7,29,0,0,21,16,4,4,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,3,2,3,0,Task5_5
4,1,0,0,0,3,3,7,2,0,0,0,34,19,7,6,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,3,2,0,Task5_6
5,5,0,0,0,13,12,5,5,5,0,0,0,3,4,5,7,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,Task5_7
4,6,3,0,0,40,23,10,9,0,0,0,0,8,5,5,10,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,0,Task5_8
5,7,7,0,3,40,13,4,5,7,9,0,4,15,8,11,8,3,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,Task5_9
7,5,4,0,0,31,35,4,0,4,6,0,2,0,3,3,4,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,Task5_10
3,3,0,0,0,3,7,6,10,0,0,0,4,25,5,3,4,3,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,Task5_11
6,0,0,0,0,7,11,8,7,0,0,0,14,17,6,6,8,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,2,0,Task5_12
4,0,0,0,0,9,9,4,7,2,0,0,8,18,8,4,10,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,Task5_13
5,1,0,0,0,16,12,6,6,0,0,0,21,10,4,4,11,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,Task5_14
5,0,0,0,0,10,5,6,0,5,2,0,14,16,6,6,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,Task5_15
4,2,2,0,0,54,14,2,2,0,0,0,0,0,2,2,6,5,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,Task5_16
6,4,3,0,0,6,24,7,3,0,0,0,17,17,5,4,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0,Task5_17
9,14,0,0,0,4,7,31,12,2,0,0,17,23,6,6,5,3,5,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,2,0,Task5_18
8,2,2,0,0,19,23,9,7,0,0,0,3,14,4,4,11,7,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,5,0,0,Task5_19
6,4,0,0,0,22,5,5,16,2,0,0,3,8,4,4,10,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,0,Task5_20
5,0,0,0,0,5,10,5,4,0,0,0,2,16,7,6,4,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,Task5_21
0,0,0,0,0,41,39,10,2,0,0,0,0,0,2,2,9,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,5,2,0,Task5_22
6,3,0,0,0,3,26,20,2,0,0,0,0,16,4,7,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,Task5_23
6,2,2,0,0,37,5,4,4,0,0,0,2,12,2,2,8,7,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,1,0,Task5_24
5,0,0,0,0,50,38,11,0,0,0,0,2,9,5,8,5,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,3,0,Task5_25
